text,category,type,input_style,ambiguity
Burger King to try a new outlet everyone was talking about,Food,Want,merchant,context_dependent
UPI-MEDPLUS-MEDPLUS@PAYTM,Health,Want,upi,context_dependent
POS NYKAA PAYMENT,Shopping,Need,bank_statement,ambiguous
POS BOX8 PAYMENT,Food,Want,bank_statement,context_dependent
Coin by Zerodha for a stock market trade,Misc,Investment,merchant,context_dependent
CARD PAYMENT APOLLO PHARMACY,Health,Need,bank_statement,context_dependent
SpiceJet for a leisure vacation,Travel,Want,merchant,context_dependent
Zerodha for a stock market trade,Misc,Investment,merchant,context_dependent
Barbeque Nation dinner for birthday,Food,Want,merchant,clear
visited the dentist for a routine checkup,Health,Need,natural_language,clear
contributed to ICICI Direct for a recurring deposit,Misc,Investment,natural_language,context_dependent
Croma just because I liked the design,Shopping,Want,merchant,context_dependent
Faasos while working late at the office,Food,Need,merchant,context_dependent
UPI-AJIO-921740@upi,Shopping,Want,upi,context_dependent
indulged in Myntra as a small treat for myself,Shopping,Want,natural_language,context_dependent
paid for Nature's Basket for a festive celebration at home on a whim,Groceries,Want,natural_language,context_dependent
CARD PAYMENT UNACADEMY,Education,Want,bank_statement,context_dependent
"paid for Nature's Basket purely out of necessity, for the monthly household stock-up",Groceries,Need,semantic,context_dependent
NETFLIX TXN POS PURCHASE,Entertainment,Want,bank_statement,ambiguous
"could have skipped PharmEasy, but chose to spend on it, to try a new wellness trend",Health,Want,semantic,context_dependent
UPI/INOX/PAYMENT/REF5742,Entertainment,Want,upi,ambiguous
new shoes,Shopping,Need,short_keyword,ambiguous
POS ZOMATO PAYMENT,Food,Want,bank_statement,context_dependent
1mg Diagnostics after a doctor's referral,Health,Need,merchant,context_dependent
POS ZOMATO ONLINE ORDER,Food,Want,bank_statement,ambiguous
dinner order,Food,Want,short_keyword,ambiguous
Zepto instant grocery delivery,Groceries,Need,merchant,clear
POS COURSERA ONLINE,Education,Need,bank_statement,context_dependent
"spent on Wow Momo more for enjoyment than necessity, for a Sunday brunch tradition",Food,Want,semantic,context_dependent
Airtel for the postpaid mobile bill,Bills,Need,merchant,clear
Zerodha equity purchase,Misc,Investment,merchant,clear
UPI-KFC-718821@upi,Food,Need,upi,context_dependent
MakeMyTrip flight booked for a leisure holiday,Travel,Want,merchant,clear
UPI-VIJAYSALES-VIJAYSALES@YBL,Shopping,Want,upi,context_dependent
UPI-ZEPTO-884842@upi,Groceries,Need,upi,context_dependent
UPI/HPGAS/PAYMENT/REF7965,Bills,Need,upi,clear
"didn't really need Swiggy, but went ahead anyway, for a Sunday brunch tradition",Food,Want,semantic,context_dependent
"the expense on Yatra was unavoidable, to get to a work meeting",Travel,Need,semantic,context_dependent
booked Municipal Water Board for the water supply bill,Bills,Need,natural_language,clear
UPI-FAASOS-859431@upi,Food,Need,upi,context_dependent
Delhi Metro to reach the exam center,Travel,Need,merchant,context_dependent
"spent on IndiGo more for enjoyment than necessity, for a spontaneous road trip",Travel,Want,semantic,context_dependent
"decided to grow long term savings through Paytm Money, for a recurring deposit",Misc,Investment,semantic,context_dependent
Box8 to celebrate a promotion,Food,Want,merchant,context_dependent
More Supermarket for daily cooking needs,Groceries,Need,merchant,context_dependent
weekly vegetable and fruit shopping from the local market,Groceries,Need,semantic,clear
spent on Snapdeal to replace a broken item,Shopping,Need,natural_language,context_dependent
paid the exam registration fee for a competitive exam,Education,Need,natural_language,clear
"could have skipped LinkedIn Learning, but chose to spend on it, as a personal hobby class",Education,Want,semantic,context_dependent
spent on Airtel for the postpaid mobile bill,Bills,Need,natural_language,clear
CARD PAYMENT A LOCAL PUB,Party,Want,bank_statement,ambiguous
POS MAKEMYTRIP ONLINE,Travel,Need,bank_statement,context_dependent
treated myself to Goibibo to a concert across town,Travel,Want,natural_language,context_dependent
UPI/TATAPOWER/PAYMENT/REF7853,Bills,Need,upi,clear
Hotstar for a birthday movie marathon,Entertainment,Want,merchant,context_dependent
POS AJIO ONLINE,Shopping,Want,bank_statement,context_dependent
Swiggy midnight cravings order,Food,Want,merchant,clear
indulged in Reliance Digital as a small treat for myself,Shopping,Want,natural_language,context_dependent
"paid for Rapido purely out of necessity, to get to a work meeting",Travel,Need,semantic,context_dependent
BEST bus for a hospital appointment,Travel,Need,merchant,context_dependent
hired a cab for a scenic weekend road trip,Travel,Want,semantic,clear
had no choice but to pay for Skillshare since it was compulsory for the degree program,Education,Need,semantic,context_dependent
DMart monthly household shopping,Groceries,Need,merchant,clear
UPI/BEHROUZBIRYA/PAYMENT/REF8905,Food,Need,upi,context_dependent
"the expense on KFC was unavoidable, during a family emergency at home",Food,Need,semantic,context_dependent
UPI-IRCTCTICKET-REF9012,Travel,Want,upi,context_dependent
UPI-APPLEPAYMENT-REF5593,Shopping,Want,upi,ambiguous
premium wellness subscription,Health,Want,natural_language,clear
CARD PAYMENT COURSERA,Education,Investment,bank_statement,context_dependent
UPI-ZERODHA-INVESTMENT,Misc,Investment,upi,clear
UPI-PHARMEASY-PHARMEASY@HDFC,Health,Want,upi,context_dependent
UPI/ICICIDIRECT/PAYMENT/REF2215,Misc,Investment,upi,context_dependent
Zomato while working late at the office,Food,Need,merchant,context_dependent
indulged in Uber for a solo backpacking trip,Travel,Want,natural_language,context_dependent
Myntra for essential office supplies,Shopping,Need,merchant,context_dependent
POS ACCOUNT DEBIT,Misc,Want,bank_statement,ambiguous
UPI-SWIGGY-853163@upi,Food,Need,upi,ambiguous
Uber for a solo backpacking trip,Travel,Want,merchant,context_dependent
POS BYJU'S PAYMENT,Education,Investment,bank_statement,ambiguous
UPI/INOX/PAYMENT/REF3198,Entertainment,Want,upi,context_dependent
POS PVR CINEMAS,Entertainment,Want,bank_statement,clear
Groww for a monthly SIP,Misc,Investment,merchant,context_dependent
BSES TXN POS PURCHASE,Bills,Need,bank_statement,clear
UPI-TATAPOWER-832477@upi,Bills,Need,upi,ambiguous
cover charge at a nightclub with colleagues,Party,Want,merchant,clear
Max Healthcare for an emergency hospital visit,Health,Need,merchant,context_dependent
a brewery for a farewell celebration,Party,Want,merchant,context_dependent
POS NET BANKING TRANSFER,Misc,Want,bank_statement,ambiguous
paid for Blinkit after running out of cooking essentials,Groceries,Need,natural_language,context_dependent
UPI-JIOMART-JIOMART@ICICI,Groceries,Need,upi,context_dependent
Ajio to try out a new trend,Shopping,Want,merchant,context_dependent
AMAZON PRIME VIDEO TXN POS PURCHASE,Entertainment,Want,bank_statement,context_dependent
POS ACT FIBERNET ONLINE,Bills,Need,bank_statement,ambiguous
UPI/FLIPKART/ORDER/REF5521,Shopping,Want,upi,ambiguous
MakeMyTrip for a spontaneous road trip,Travel,Want,merchant,context_dependent
Zerodha for a systematic transfer plan,Misc,Investment,merchant,context_dependent
had no choice but to pay for MakeMyTrip since it was for a hospital appointment,Travel,Need,semantic,context_dependent
"could have skipped Practo, but chose to spend on it, as a lifestyle upgrade",Health,Want,semantic,context_dependent
treated myself to Nykaa because everyone else already had it,Shopping,Want,natural_language,context_dependent
Blinkit for the week's meals,Groceries,Need,merchant,context_dependent
"could have skipped INOX, but chose to spend on it, for binge watching over the weekend",Entertainment,Want,semantic,context_dependent
UPI-BIGBASKET-BIGBASKET@SBI,Groceries,Want,upi,ambiguous
"could have skipped Goibibo, but chose to spend on it, to a concert across town",Travel,Want,semantic,context_dependent
POS BIGBASKET RETAIL,Groceries,Need,bank_statement,clear
"could have skipped BigBasket, but chose to spend on it, for hosting a dinner party",Groceries,Want,semantic,context_dependent
UPI-YATRA-838403@upi,Travel,Need,upi,context_dependent
spent on Udemy required to pass the course,Education,Need,natural_language,context_dependent
Zee5 for binge watching over the weekend,Entertainment,Want,merchant,context_dependent
POS MERU CABS ONLINE,Travel,Need,bank_statement,ambiguous
paid for Nykaa because the old one stopped working,Shopping,Need,natural_language,context_dependent
"didn't really need Ola, but went ahead anyway, for a solo backpacking trip",Travel,Want,semantic,context_dependent
UPI-MAKEMYTRIP-996341@upi,Travel,Need,upi,context_dependent
UPI/PAYTMMONEY/PAYMENT/REF7875,Misc,Investment,upi,context_dependent
CARD PAYMENT SUBWAY,Food,Need,bank_statement,context_dependent
bought a new umbrella since the old one broke,Shopping,Need,natural_language,clear
prescribed medicines,Health,Need,natural_language,clear
cleared the credit card EMI for this month,Bills,Need,semantic,clear
Netmeds to try a trending supplement,Health,Want,merchant,context_dependent
UPI-APOLLOPHARMA-733428@upi,Health,Need,upi,ambiguous
UPI-MEDPLUS-956178@upi,Health,Want,upi,context_dependent
Practo to get a diagnostic test done,Health,Need,merchant,context_dependent
UPI-BOX8-BOX8@ICICI,Food,Need,upi,context_dependent
textbook,Education,Need,short_keyword,clear
IndiGo for a weekend getaway,Travel,Want,merchant,context_dependent
POS FASTAG RECHARGE NHAI,Travel,Need,bank_statement,clear
KUVERA TXN POS PURCHASE,Misc,Investment,bank_statement,context_dependent
UPI/SWIGGY/PAYMENT/REF8827,Food,Need,upi,ambiguous
booked Apollo Pharmacy after a doctor's referral,Health,Need,natural_language,context_dependent
Uber to a party,Travel,Want,merchant,clear
POS TATA POWER BILLDESK,Bills,Need,bank_statement,clear
UPI/COLLEGEFEE/TUITION/REF3391,Education,Need,upi,clear
"the expense on Yatra was unavoidable, to rush to the hospital",Travel,Need,semantic,context_dependent
BEST bus pass for daily commute,Travel,Need,merchant,clear
UPI-TATA1MG-873152@upi,Health,Need,upi,context_dependent
Wow Momo for a movie night at home,Food,Want,merchant,context_dependent
invested through upGrad to prepare for a job change,Education,Investment,natural_language,context_dependent
put money into Upstox for a recurring deposit,Misc,Investment,natural_language,context_dependent
a lounge bar for a New Year's party,Party,Want,merchant,context_dependent
paid for a routine annual health checkup,Health,Need,semantic,clear
Fortis Hospital as prescribed by the doctor,Health,Need,merchant,context_dependent
bought a premium multivitamin subscription out of curiosity,Health,Want,semantic,context_dependent
POS KFC ONLINE,Food,Need,bank_statement,ambiguous
auto debit payment,Bills,Need,short_keyword,ambiguous
Domino's pizza party order,Food,Want,merchant,clear
used HP Gas for the LPG cylinder refill,Bills,Need,natural_language,clear
Croma because the monsoon damaged the old one,Shopping,Need,merchant,context_dependent
POS CARD PAYMENT,Misc,Want,bank_statement,ambiguous
POS UPSTOX ONLINE,Misc,Investment,bank_statement,ambiguous
"spent on Meru Cabs more for enjoyment than necessity, for a spontaneous road trip",Travel,Want,semantic,context_dependent
UPI-FLIPKARTORDER-REF5965,Shopping,Want,upi,ambiguous
contributed to ET Money for a stock market trade,Misc,Investment,natural_language,context_dependent
"didn't really need Delhi Metro, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,context_dependent
POS DECATHLON SPORTS,Shopping,Need,bank_statement,context_dependent
splurged on Amazon because everyone else already had it,Shopping,Want,natural_language,context_dependent
POS PHARMEASY PAYMENT,Health,Need,bank_statement,ambiguous
UPI-AIRTELBROADBAND-AIRTEL@ICICI,Bills,Need,upi,clear
POS SPOTIFY ONLINE,Entertainment,Want,bank_statement,context_dependent
LENSKART TXN POS PURCHASE,Shopping,Want,bank_statement,context_dependent
Behrouz Biryani expense while working late at the office,Food,Need,natural_language,context_dependent
UPI-SPENCERS-SPENCERS@PAYTM,Groceries,Want,upi,context_dependent
bar tab after work celebration,Party,Want,natural_language,clear
paid the cover charge to enter a nightclub on a friend's birthday,Party,Want,semantic,clear
Mumbai Metro to attend a friend's party,Travel,Want,merchant,context_dependent
mutual fund contribution,Misc,Investment,natural_language,clear
UPI-AMAZONPURCHASE-REF1331,Shopping,Want,upi,ambiguous
drinks,Party,Want,short_keyword,context_dependent
UPI-UBER-783707@upi,Travel,Want,upi,ambiguous
UPI-SNAPDEAL-884077@upi,Shopping,Want,upi,context_dependent
Reliance Fresh for daily cooking needs,Groceries,Need,merchant,context_dependent
UPI-ALOCALPUB-ALOCALPUB@YBL,Party,Want,upi,context_dependent
CARD PAYMENT JIOCINEMA,Entertainment,Want,bank_statement,ambiguous
CARD PAYMENT LENSKART,Shopping,Want,bank_statement,context_dependent
Reliance Digital because everyone else already had it,Shopping,Want,merchant,context_dependent
imported chocolates for movie night,Groceries,Want,natural_language,clear
"didn't really need Meru Cabs, but went ahead anyway, to visit relatives during the holidays",Travel,Want,semantic,context_dependent
POS KUVERA PAYMENT,Misc,Investment,bank_statement,context_dependent
Apple payment,Misc,Want,merchant,ambiguous
UPI/ALOUNGEBAR/PAYMENT/REF4641,Party,Want,upi,ambiguous
UPI-PVR-849639@upi,Entertainment,Want,upi,context_dependent
Myntra new outfit for a wedding,Shopping,Want,merchant,clear
had no choice but to pay for Tata Cliq since it was for a work-from-home setup,Shopping,Need,semantic,context_dependent
HP GAS TXN POS PURCHASE,Bills,Need,bank_statement,ambiguous
UPI-SWIGGYFOOD-SWIGGY@ICICI,Food,Need,upi,ambiguous
paid for Ajio because everyone else already had it on a whim,Shopping,Want,natural_language,context_dependent
required college textbook,Education,Need,natural_language,clear
"didn't really need Max Healthcare, but went ahead anyway, to try a trending supplement",Health,Want,semantic,context_dependent
groceries,Groceries,Need,short_keyword,ambiguous
subscription,Entertainment,Want,short_keyword,ambiguous
used Uber for a job interview across town,Travel,Need,natural_language,context_dependent
a rooftop bar for a spontaneous Friday night out,Party,Want,merchant,context_dependent
POS CASH PAYMENT,Misc,Want,bank_statement,ambiguous
Ola for a leisure vacation,Travel,Want,merchant,context_dependent
Unacademy as a personal hobby class,Education,Want,merchant,context_dependent
POS DMART MUMBAI,Groceries,Need,bank_statement,clear
stocked the pantry with snacks for a house party,Groceries,Want,semantic,context_dependent
OTT subscription,Entertainment,Want,short_keyword,clear
had to pay for BEST bus to reach college on time,Travel,Need,natural_language,context_dependent
bought tiffin service for the month,Food,Need,natural_language,clear
Tata Sky expense for the DTH subscription recharge,Bills,Need,natural_language,clear
UPI-UDEMY-UDEMY@YBL,Education,Investment,upi,ambiguous
LinkedIn Learning as a personal hobby class,Education,Want,merchant,context_dependent
treated myself to EatSure to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent
UPI-MERUCABS-MERUCABS@SBI,Travel,Want,upi,context_dependent
MYNTRA TXN POS PURCHASE,Shopping,Need,bank_statement,context_dependent
POS EATSURE ONLINE,Food,Want,bank_statement,context_dependent
UPI-RELIANCEDIGI-941223@upi,Shopping,Need,upi,ambiguous
Burger King just out of a craving,Food,Want,merchant,context_dependent
Jio for the mobile recharge plan,Bills,Need,merchant,clear
IndiGo to rush to the hospital,Travel,Need,merchant,context_dependent
CARD PAYMENT BYJU'S,Education,Want,bank_statement,context_dependent
booked Yatra to get to a work meeting,Travel,Need,natural_language,context_dependent
Ajio because everyone else already had it,Shopping,Want,merchant,context_dependent
Unacademy mandatory for the course curriculum,Education,Need,merchant,context_dependent
"set money aside for the future via Zerodha, for a mutual fund purchase",Misc,Investment,semantic,context_dependent
online order,Shopping,Want,short_keyword,ambiguous
UPI-INDIGO-791240@upi,Travel,Need,upi,ambiguous
paid for Tata Power for the monthly electricity bill,Bills,Need,natural_language,clear
paid for an online certification to improve my programming skills,Education,Investment,semantic,clear
UPI/CLUBENTRY/BDAYPARTY/REF8821,Party,Want,upi,clear
CARD PAYMENT UDEMY COURSE,Education,Investment,bank_statement,context_dependent
UPI-BIGBASKET-BIGBASKET@HDFC,Groceries,Want,upi,ambiguous
"booked a local pub for a New Year's party, just for fun",Party,Want,natural_language,context_dependent
"spent on JioMart more for enjoyment than necessity, to try some gourmet imported items",Groceries,Want,semantic,context_dependent
"the expense on IRCTC was unavoidable, to get to a work meeting",Travel,Need,semantic,context_dependent
"spent on Amazon more for enjoyment than necessity, to try out a new trend",Shopping,Want,semantic,context_dependent
CARD PAYMENT MORE SUPERMARKET,Groceries,Want,bank_statement,context_dependent
a rooftop bar during a bachelor party night out,Party,Want,merchant,context_dependent
renewed the family OTT subscription for the year,Entertainment,Want,natural_language,clear
UPI-KUVERA-KUVERA@AXIS,Misc,Investment,upi,context_dependent
UPI-BLUSMART-BLUSMART@AXIS,Travel,Want,upi,ambiguous
booked SpiceJet to get to a work meeting,Travel,Need,natural_language,context_dependent
POS STANDING INSTRUCTION DEBIT,Misc,Want,bank_statement,ambiguous
RAPIDO TXN POS PURCHASE,Travel,Need,bank_statement,ambiguous
went for BookMyShow for a birthday movie marathon,Entertainment,Want,natural_language,context_dependent
UPI-FORTISHOSPIT-FORTISHOSPIT@AXIS,Health,Want,upi,context_dependent
Adani Electricity for the electricity connection at home,Bills,Need,merchant,clear
UPI/BESTBUS/PAYMENT/REF1672,Travel,Want,upi,context_dependent
UPI/DMART/PAYMENT/REF1713,Groceries,Want,upi,context_dependent
Yatra to a concert across town,Travel,Want,merchant,context_dependent
booked Adani Electricity for the electricity connection at home,Bills,Need,natural_language,clear
POS NATURE'S BASKET ONLINE,Groceries,Need,bank_statement,context_dependent
had to pay for BEST bus for a hospital appointment,Travel,Need,natural_language,context_dependent
UPI/JIOCINEMA/PAYMENT/REF9008,Entertainment,Want,upi,context_dependent
Hotstar annual subscription for cricket season,Entertainment,Want,merchant,clear
Airtel broadband bill payment,Bills,Need,merchant,clear
UPI-SNAPDEAL-780147@upi,Shopping,Need,upi,ambiguous
paid the water bill for the apartment,Bills,Need,natural_language,clear
CARD PAYMENT ICICI DIRECT,Misc,Investment,bank_statement,context_dependent
POS ZEE5 PAYMENT,Entertainment,Want,bank_statement,context_dependent
booked Meesho required urgently for daily use,Shopping,Need,natural_language,context_dependent
"spent on BookMyShow more for enjoyment than necessity, for binge watching over the weekend",Entertainment,Want,semantic,context_dependent
"decided to grow long term savings through ICICI Direct, for a fixed deposit renewal",Misc,Investment,semantic,context_dependent
Udemy to boost my career prospects,Education,Investment,merchant,context_dependent
UPI-SKILLSHARE-840909@upi,Education,Want,upi,ambiguous
spent on Skillshare compulsory for the degree program,Education,Need,natural_language,context_dependent
Star Bazaar expense for the week's meals,Groceries,Need,natural_language,context_dependent
POS UPGRAD ONLINE,Education,Investment,bank_statement,ambiguous
CARD PAYMENT A LOUNGE BAR,Party,Want,bank_statement,context_dependent
invested through Zerodha for a national pension scheme contribution,Misc,Investment,natural_language,context_dependent
UPI-NETFLIX-NETFLIX@SBI,Entertainment,Want,upi,context_dependent
contributed to ET Money for a recurring deposit,Misc,Investment,natural_language,context_dependent
Vodafone Idea for the prepaid mobile recharge,Bills,Need,merchant,clear
used Unacademy mandatory for the course curriculum,Education,Need,natural_language,context_dependent
recharge,Bills,Need,short_keyword,ambiguous
"set money aside for the future via LinkedIn Learning, to stay competitive at work",Education,Investment,semantic,context_dependent
POS SWIGGY PAYMENT,Food,Need,bank_statement,context_dependent
UPI/HOUSINGSOCIE/PAYMENT/REF7286,Bills,Need,upi,clear
"could have skipped PVR, but chose to spend on it, for a weekend movie outing with friends",Entertainment,Want,semantic,context_dependent
Skillshare purely for personal enrichment,Education,Want,merchant,context_dependent
CARD PAYMENT MCDONALD'S,Food,Need,bank_statement,context_dependent
signed up for a recreational photography workshop,Education,Want,natural_language,context_dependent
FASTag to attend a friend's party,Travel,Want,merchant,context_dependent
UPI-MYNTRA-MYNTRA@ICICI,Shopping,Want,upi,clear
UDEMY TXN POS PURCHASE,Education,Investment,bank_statement,ambiguous
bought decorations and drinks for a New Year house party,Party,Want,semantic,clear
Sony LIV for the monthly subscription renewal,Entertainment,Want,merchant,context_dependent
UPI/UBER/PAYMENT/REF7224,Travel,Need,upi,ambiguous
a lounge bar for a friend's birthday celebration,Party,Want,merchant,context_dependent
Max Healthcare to try a new wellness trend,Health,Want,merchant,context_dependent
CARD PAYMENT NETFLIX.COM,Entertainment,Want,bank_statement,clear
Wow Momo expense when there was nothing left in the fridge,Food,Need,natural_language,context_dependent
UPI-UDEMY-UDEMY@PAYTM,Education,Want,upi,context_dependent
"could have skipped Netmeds, but chose to spend on it, for a skincare experiment",Health,Want,semantic,context_dependent
MSEDCL TXN POS PURCHASE,Bills,Need,bank_statement,clear
"booked Delhi Metro to explore a new city, just for fun",Travel,Want,natural_language,context_dependent
Paytm Money for a stock market trade,Misc,Investment,merchant,context_dependent
had to pay for Vodafone Idea for the prepaid mobile recharge,Bills,Need,natural_language,clear
BluSmart to rush to the hospital,Travel,Need,merchant,context_dependent
"booked DMart for hosting a dinner party, just for fun",Groceries,Want,natural_language,context_dependent
bill payment,Bills,Need,natural_language,ambiguous
RELIANCE FRESH TXN POS PURCHASE,Groceries,Need,bank_statement,context_dependent
POS GREAT LEARNING ONLINE,Education,Need,bank_statement,context_dependent
SIP,Misc,Investment,short_keyword,clear
paid for JioMart to try some gourmet imported items on a whim,Groceries,Want,natural_language,context_dependent
metro,Travel,Need,short_keyword,clear
UPI-PHARMEASY-PHARMEASY@YBL,Health,Need,upi,ambiguous
spent on McDonald's while studying for an exam late at night,Food,Need,natural_language,context_dependent
Reliance Fresh after running out of cooking essentials,Groceries,Need,merchant,context_dependent
Zepto for a festive celebration at home,Groceries,Want,merchant,context_dependent
UPI-SUBWAY-833864@upi,Food,Want,upi,ambiguous
UPI/GROWW/PAYMENT/REF4084,Misc,Investment,upi,context_dependent
paid for Lenskart as a birthday gift for myself on a whim,Shopping,Want,natural_language,context_dependent
CROMA TXN POS PURCHASE,Shopping,Want,bank_statement,ambiguous
UPI-GOIBIBO-GOIBIBO@SBI,Travel,Want,upi,ambiguous
McDonald's between back to back lectures,Food,Need,merchant,context_dependent
CARD PAYMENT GROWW,Misc,Investment,bank_statement,ambiguous
Tata 1mg for a routine health checkup,Health,Need,merchant,context_dependent
UPI/MUMBAIMETRO/PAYMENT/REF6763,Travel,Need,upi,context_dependent
SpiceJet for a hospital appointment,Travel,Need,merchant,context_dependent
went for PharmEasy to try a trending supplement,Health,Want,natural_language,context_dependent
paid for 1mg Diagnostics after a doctor's referral,Health,Need,natural_language,context_dependent
splurged on INOX to watch a new season with the family,Entertainment,Want,natural_language,context_dependent
Udemy web development course,Education,Investment,merchant,context_dependent
Croma during a big sale,Shopping,Want,merchant,context_dependent
HALDIRAM'S TXN POS PURCHASE,Food,Want,bank_statement,ambiguous
IRCTC for a spontaneous road trip,Travel,Want,merchant,context_dependent
DMart for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
"didn't really need BookMyShow, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,context_dependent
UPI/COINBYZERODH/PAYMENT/REF9914,Misc,Investment,upi,ambiguous
POS UBER TRIP MUMBAI,Travel,Need,bank_statement,ambiguous
Zomato dinner order with friends,Food,Want,merchant,clear
Nykaa as a birthday gift for myself,Shopping,Want,merchant,context_dependent
POS CROMA PAYMENT,Shopping,Want,bank_statement,ambiguous
lunch,Food,Need,short_keyword,ambiguous
POS SWIGGY ONLINE,Food,Need,bank_statement,context_dependent
had no choice but to pay for Udemy since it was compulsory for the degree program,Education,Need,semantic,context_dependent
UPI-UNACADEMY-922075@upi,Education,Investment,upi,context_dependent
UPI-UPSTOX-793170@upi,Misc,Investment,upi,context_dependent
HOUSING SOCIETY TXN POS PURCHASE,Bills,Need,bank_statement,clear
MSEDCL for this month's electricity usage,Bills,Need,merchant,clear
CARD PAYMENT CROMA ELECTRONICS,Shopping,Need,bank_statement,ambiguous
"the expense on MakeMyTrip was unavoidable, for the daily office commute",Travel,Need,semantic,context_dependent
"booked a brewery for a spontaneous Friday night out, just for fun",Party,Want,natural_language,context_dependent
Wow Momo to celebrate a promotion,Food,Want,merchant,context_dependent
paid for fuel while driving to work every day,Travel,Need,natural_language,clear
put money into Kuvera for a corporate bond purchase,Misc,Investment,natural_language,context_dependent
went for Reliance Digital because everyone else already had it,Shopping,Want,natural_language,context_dependent
booked Vodafone Idea for the prepaid mobile recharge,Bills,Need,natural_language,clear
POS MCDONALD'S PAYMENT,Food,Want,bank_statement,context_dependent
paid for the train pass I use every day to travel to college,Travel,Need,semantic,clear
UPI/1MGDIAGNOSTI/PAYMENT/REF6347,Health,Want,upi,context_dependent
"spent on Zomato more for enjoyment than necessity, for a movie night at home",Food,Want,semantic,context_dependent
"didn't really need BEST bus, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,context_dependent
UPI/HOTSTAR/PAYMENT/REF7765,Entertainment,Want,upi,context_dependent
UPI-KUVERA-KUVERA@HDFC,Misc,Investment,upi,ambiguous
course fee,Education,Investment,short_keyword,ambiguous
"spent on Haldiram's more for enjoyment than necessity, for a Sunday brunch tradition",Food,Want,semantic,context_dependent
POS 1MG DIAGNOSTICS PAYMENT,Health,Need,bank_statement,context_dependent
Rapido for a solo backpacking trip,Travel,Want,merchant,context_dependent
UPI-1MGDIAGNOSTI-1MGDIAGNOSTI@PAYTM,Health,Want,upi,context_dependent
bank charges deducted,Misc,Need,bank_statement,ambiguous
UPI-YATRA-YATRA@HDFC,Travel,Want,upi,context_dependent
Wow Momo when there was nothing left in the fridge,Food,Need,merchant,context_dependent
Practo for ongoing medical treatment,Health,Need,merchant,context_dependent
UPI/PHARMEASY/MEDICINE/REF4471,Health,Need,upi,clear
WOW MOMO TXN POS PURCHASE,Food,Want,bank_statement,ambiguous
splurged on KFC for a Sunday brunch tradition,Food,Want,natural_language,context_dependent
UPI/HALDIRAMS/PAYMENT/REF7078,Food,Need,upi,context_dependent
purchased medicine prescribed by the doctor,Health,Need,natural_language,clear
"the expense on Blinkit was unavoidable, after running out of cooking essentials",Groceries,Need,semantic,context_dependent
grabbed a quick sandwich between back to back meetings,Food,Need,semantic,clear
"bought milk, bread and eggs for the house",Groceries,Need,semantic,clear
Lenskart for essential office supplies,Shopping,Need,merchant,context_dependent
Croma to try out a new trend,Shopping,Want,merchant,context_dependent
UPI-PRACTO-846996@upi,Health,Need,upi,ambiguous
paid for PharmEasy for a routine health checkup,Health,Need,natural_language,context_dependent
Blinkit for basic household supplies,Groceries,Need,merchant,context_dependent
"decided to grow long term savings through Skillshare, to boost my career prospects",Education,Investment,semantic,context_dependent
used Netmeds for a chronic condition follow-up,Health,Need,natural_language,context_dependent
"set money aside for the future via Kuvera, for a systematic transfer plan",Misc,Investment,semantic,context_dependent
"booked Burger King for a movie night at home, just for fun",Food,Want,natural_language,context_dependent
had to pay for Skillshare required to pass the course,Education,Need,natural_language,context_dependent
UPI-SONYLIV-863042@upi,Entertainment,Want,upi,ambiguous
UPI/BSES/PAYMENT/REF2599,Bills,Need,upi,clear
indulged in Faasos for a weekend treat,Food,Want,natural_language,context_dependent
UPI/NETMEDS/PAYMENT/REF8692,Health,Need,upi,context_dependent
went for Lenskart just because I liked the design,Shopping,Want,natural_language,context_dependent
UPI-ADANIELECTRI-ADANIELECTRI@AXIS,Bills,Need,upi,clear
UPI/MAXHEALTHCAR/PAYMENT/REF2430,Health,Need,upi,ambiguous
FORTIS HOSPITAL TXN POS PURCHASE,Health,Need,bank_statement,context_dependent
Upstox for a national pension scheme contribution,Misc,Investment,merchant,context_dependent
"booked SpiceJet for a spontaneous road trip, just for fun",Travel,Want,natural_language,context_dependent
had no choice but to pay for Practo since it was to get a diagnostic test done,Health,Need,semantic,context_dependent
invested through LinkedIn Learning to stay competitive at work,Education,Investment,natural_language,context_dependent
UPI-ICICIDIRECT-ICICIDIRECT@HDFC,Misc,Investment,upi,context_dependent
"could have skipped Spotify, but chose to spend on it, for a birthday movie marathon",Entertainment,Want,semantic,context_dependent
indulged in Snapdeal just because I liked the design,Shopping,Want,natural_language,context_dependent
a brewery for a New Year's party,Party,Want,merchant,context_dependent
Flipkart as a birthday gift for myself,Shopping,Want,merchant,context_dependent
"spent on JioCinema more for enjoyment than necessity, to watch a new season with the family",Entertainment,Want,semantic,context_dependent
UPI/MORESUPERMAR/PAYMENT/REF7850,Groceries,Want,upi,context_dependent
splurged on an expensive tasting menu just to celebrate,Food,Want,semantic,clear
"the expense on MakeMyTrip was unavoidable, for a mandatory office trip",Travel,Need,semantic,context_dependent
CARD PAYMENT ZEPTO,Groceries,Want,bank_statement,context_dependent
