text,category,type,input_style,ambiguity
UPI-VIJAYSALES-VIJAYSALES@YBL,Shopping,Want,upi,clear
UPI-ZEPTO-884842@upi,Groceries,Need,upi,clear
UPI/HPGAS/PAYMENT/REF7965,Bills,Need,upi,clear
"didn't really need Swiggy, but went ahead anyway, for a Sunday brunch tradition",Food,Want,semantic,clear
"the expense on Yatra was unavoidable, to get to a work meeting",Travel,Need,semantic,clear
UPI-FAASOS-859431@upi,Food,Need,upi,clear
Delhi Metro to reach the exam center,Travel,Need,merchant,context_dependent
"spent on IndiGo more for enjoyment than necessity, for a spontaneous road trip",Travel,Want,semantic,context_dependent
"decided to grow long term savings through Paytm Money, for a recurring deposit",Misc,Investment,semantic,clear
Box8 to celebrate a promotion,Food,Want,merchant,clear
More Supermarket for daily cooking needs,Groceries,Need,merchant,clear
weekly vegetable and fruit shopping from the local market,Groceries,Need,semantic,clear
spent on Snapdeal to replace a broken item,Shopping,Want,natural_language,clear
paid the exam registration fee for a competitive exam,Education,Investment,natural_language,clear
"could have skipped LinkedIn Learning, but chose to spend on it, as a personal hobby class",Education,Want,semantic,clear
spent on Airtel for the postpaid mobile bill,Bills,Need,natural_language,clear
CARD PAYMENT A LOCAL PUB,Party,Want,bank_statement,clear
POS MAKEMYTRIP ONLINE,Travel,Need,bank_statement,clear
treated myself to Goibibo to a concert across town,Travel,Want,natural_language,clear
UPI/TATAPOWER/PAYMENT/REF7853,Bills,Need,upi,clear
Hotstar for a birthday movie marathon,Entertainment,Want,merchant,context_dependent
POS AJIO ONLINE,Shopping,Want,bank_statement,clear
Swiggy midnight cravings order,Food,Want,merchant,clear
indulged in Reliance Digital as a small treat for myself,Shopping,Want,natural_language,clear
"paid for Rapido purely out of necessity, to get to a work meeting",Travel,Need,semantic,context_dependent
BEST bus for a hospital appointment,Travel,Need,merchant,clear
hired a cab for a scenic weekend road trip,Travel,Want,semantic,clear
had no choice but to pay for Skillshare since it was compulsory for the degree program,Education,Need,semantic,context_dependent
DMart monthly household shopping,Groceries,Need,merchant,clear
UPI/BEHROUZBIRYA/PAYMENT/REF8905,Food,Need,upi,clear
"the expense on KFC was unavoidable, during a family emergency at home",Food,Need,semantic,context_dependent
UPI-IRCTCTICKET-REF9012,Travel,Want,upi,clear
UPI-APPLEPAYMENT-REF5593,Shopping,Want,upi,clear
premium wellness subscription,Health,Want,natural_language,clear
CARD PAYMENT COURSERA,Education,Investment,bank_statement,clear
UPI-ZERODHA-INVESTMENT,Misc,Investment,upi,clear
UPI-PHARMEASY-PHARMEASY@HDFC,Health,Need,upi,clear
UPI/ICICIDIRECT/PAYMENT/REF2215,Misc,Investment,upi,clear
Zomato while working late at the office,Food,Need,merchant,context_dependent
indulged in Uber for a solo backpacking trip,Travel,Want,natural_language,clear
Myntra for essential office supplies,Shopping,Want,merchant,clear
POS ACCOUNT DEBIT,Misc,Want,bank_statement,clear
UPI-SWIGGY-853163@upi,Food,Need,upi,clear
Uber for a solo backpacking trip,Travel,Want,merchant,clear
POS BYJU'S PAYMENT,Education,Investment,bank_statement,clear
POS PVR CINEMAS,Entertainment,Want,bank_statement,clear
Groww for a monthly SIP,Misc,Investment,merchant,clear
BSES TXN POS PURCHASE,Bills,Need,bank_statement,clear
UPI-TATAPOWER-832477@upi,Bills,Need,upi,clear
cover charge at a nightclub with colleagues,Party,Want,merchant,clear
Max Healthcare for an emergency hospital visit,Health,Need,merchant,clear
a brewery for a farewell celebration,Party,Want,merchant,clear
POS NET BANKING TRANSFER,Misc,Want,bank_statement,clear
paid for Blinkit after running out of cooking essentials,Groceries,Need,natural_language,clear
UPI-JIOMART-JIOMART@ICICI,Groceries,Need,upi,clear
Ajio to try out a new trend,Shopping,Want,merchant,clear
AMAZON PRIME VIDEO TXN POS PURCHASE,Entertainment,Want,bank_statement,clear
POS ACT FIBERNET ONLINE,Bills,Need,bank_statement,clear
UPI/FLIPKART/ORDER/REF5521,Shopping,Want,upi,clear
MakeMyTrip for a spontaneous road trip,Travel,Want,merchant,context_dependent
Zerodha for a systematic transfer plan,Misc,Investment,merchant,clear
had no choice but to pay for MakeMyTrip since it was for a hospital appointment,Travel,Need,semantic,context_dependent
"could have skipped Practo, but chose to spend on it, as a lifestyle upgrade",Health,Want,semantic,clear
treated myself to Nykaa because everyone else already had it,Shopping,Want,natural_language,context_dependent
Blinkit for the week's meals,Groceries,Need,merchant,clear
"could have skipped INOX, but chose to spend on it, for binge watching over the weekend",Entertainment,Want,semantic,clear
UPI-BIGBASKET-BIGBASKET@SBI,Groceries,Need,upi,clear
"could have skipped Goibibo, but chose to spend on it, to a concert across town",Travel,Want,semantic,clear
POS BIGBASKET RETAIL,Groceries,Need,bank_statement,clear
"could have skipped BigBasket, but chose to spend on it, for hosting a dinner party",Groceries,Want,semantic,context_dependent
UPI-YATRA-838403@upi,Travel,Need,upi,clear
spent on Udemy required to pass the course,Education,Investment,natural_language,clear
Zee5 for binge watching over the weekend,Entertainment,Want,merchant,clear
POS MERU CABS ONLINE,Travel,Need,bank_statement,clear
paid for Nykaa because the old one stopped working,Shopping,Need,natural_language,context_dependent
"didn't really need Ola, but went ahead anyway, for a solo backpacking trip",Travel,Want,semantic,clear
UPI-MAKEMYTRIP-996341@upi,Travel,Need,upi,clear
UPI/PAYTMMONEY/PAYMENT/REF7875,Misc,Investment,upi,clear
CARD PAYMENT SUBWAY,Food,Need,bank_statement,clear
bought a new umbrella since the old one broke,Shopping,Want,natural_language,clear
prescribed medicines,Health,Need,natural_language,clear
cleared the credit card EMI for this month,Bills,Need,semantic,clear
Netmeds to try a trending supplement,Health,Need,merchant,clear
Practo to get a diagnostic test done,Health,Need,merchant,clear
UPI-BOX8-BOX8@ICICI,Food,Need,upi,clear
textbook,Education,Need,short_keyword,ambiguous
IndiGo for a weekend getaway,Travel,Want,merchant,clear
POS FASTAG RECHARGE NHAI,Travel,Need,bank_statement,clear
KUVERA TXN POS PURCHASE,Misc,Investment,bank_statement,clear
UPI/SWIGGY/PAYMENT/REF8827,Food,Need,upi,clear
Uber to a party,Travel,Want,merchant,clear
POS TATA POWER BILLDESK,Bills,Need,bank_statement,clear
UPI/COLLEGEFEE/TUITION/REF3391,Education,Investment,upi,clear
"the expense on Yatra was unavoidable, to rush to the hospital",Travel,Need,semantic,context_dependent
BEST bus pass for daily commute,Travel,Need,merchant,clear
UPI-TATA1MG-873152@upi,Health,Need,upi,clear
Wow Momo for a movie night at home,Food,Want,merchant,clear
invested through upGrad to prepare for a job change,Education,Investment,natural_language,context_dependent
put money into Upstox for a recurring deposit,Misc,Investment,natural_language,clear
a lounge bar for a New Year's party,Party,Want,merchant,clear
paid for a routine annual health checkup,Health,Need,semantic,clear
Fortis Hospital as prescribed by the doctor,Health,Need,merchant,clear
bought a premium multivitamin subscription out of curiosity,Health,Want,semantic,context_dependent
POS KFC ONLINE,Food,Need,bank_statement,clear
auto debit payment,Bills,Need,short_keyword,clear
Domino's pizza party order,Food,Want,merchant,clear
used HP Gas for the LPG cylinder refill,Bills,Need,natural_language,clear
Croma because the monsoon damaged the old one,Shopping,Need,merchant,clear
POS CARD PAYMENT,Misc,Want,bank_statement,clear
POS UPSTOX ONLINE,Misc,Investment,bank_statement,clear
"spent on Meru Cabs more for enjoyment than necessity, for a spontaneous road trip",Travel,Want,semantic,context_dependent
UPI-FLIPKARTORDER-REF5965,Shopping,Want,upi,clear
contributed to ET Money for a stock market trade,Misc,Investment,natural_language,clear
"didn't really need Delhi Metro, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,clear
POS DECATHLON SPORTS,Shopping,Want,bank_statement,clear
splurged on Amazon because everyone else already had it,Shopping,Want,natural_language,context_dependent
POS PHARMEASY PAYMENT,Health,Need,bank_statement,clear
UPI-AIRTELBROADBAND-AIRTEL@ICICI,Bills,Need,upi,clear
POS SPOTIFY ONLINE,Entertainment,Want,bank_statement,clear
LENSKART TXN POS PURCHASE,Shopping,Want,bank_statement,clear
Behrouz Biryani expense while working late at the office,Food,Need,natural_language,context_dependent
UPI-SPENCERS-SPENCERS@PAYTM,Groceries,Need,upi,clear
bar tab after work celebration,Party,Want,natural_language,clear
paid the cover charge to enter a nightclub on a friend's birthday,Party,Want,semantic,clear
Mumbai Metro to attend a friend's party,Travel,Want,merchant,clear
mutual fund contribution,Misc,Investment,natural_language,clear
UPI-AMAZONPURCHASE-REF1331,Shopping,Want,upi,clear
drinks,Party,Want,short_keyword,ambiguous
UPI-UBER-783707@upi,Travel,Want,upi,clear
UPI-SNAPDEAL-884077@upi,Shopping,Want,upi,clear
Reliance Fresh for daily cooking needs,Groceries,Need,merchant,clear
UPI-ALOCALPUB-ALOCALPUB@YBL,Party,Want,upi,clear
CARD PAYMENT JIOCINEMA,Entertainment,Want,bank_statement,clear
CARD PAYMENT LENSKART,Shopping,Want,bank_statement,clear
Reliance Digital because everyone else already had it,Shopping,Want,merchant,context_dependent
imported chocolates for movie night,Groceries,Need,natural_language,clear
"didn't really need Meru Cabs, but went ahead anyway, to visit relatives during the holidays",Travel,Want,semantic,clear
POS KUVERA PAYMENT,Misc,Investment,bank_statement,clear
Apple payment,Misc,Want,merchant,clear
UPI/ALOUNGEBAR/PAYMENT/REF4641,Party,Want,upi,clear
UPI-PVR-849639@upi,Entertainment,Want,upi,clear
Myntra new outfit for a wedding,Shopping,Want,merchant,clear
had no choice but to pay for Tata Cliq since it was for a work-from-home setup,Shopping,Need,semantic,context_dependent
HP GAS TXN POS PURCHASE,Bills,Need,bank_statement,clear
UPI-SWIGGYFOOD-SWIGGY@ICICI,Food,Need,upi,clear
paid for Ajio because everyone else already had it on a whim,Shopping,Want,natural_language,context_dependent
required college textbook,Education,Need,natural_language,clear
groceries,Groceries,Need,short_keyword,ambiguous
subscription,Entertainment,Want,short_keyword,ambiguous
used Uber for a job interview across town,Travel,Need,natural_language,clear
a rooftop bar for a spontaneous Friday night out,Party,Want,merchant,context_dependent
POS CASH PAYMENT,Misc,Want,bank_statement,clear
Ola for a leisure vacation,Travel,Want,merchant,clear
Unacademy as a personal hobby class,Education,Want,merchant,clear
POS DMART MUMBAI,Groceries,Need,bank_statement,clear
stocked the pantry with snacks for a house party,Groceries,Need,semantic,clear
OTT subscription,Entertainment,Want,short_keyword,ambiguous
had to pay for BEST bus to reach college on time,Travel,Need,natural_language,clear
bought tiffin service for the month,Food,Need,natural_language,clear
Tata Sky expense for the DTH subscription recharge,Bills,Need,natural_language,clear
UPI-UDEMY-UDEMY@YBL,Education,Investment,upi,clear
LinkedIn Learning as a personal hobby class,Education,Want,merchant,clear
treated myself to EatSure to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent
UPI-MERUCABS-MERUCABS@SBI,Travel,Want,upi,clear
MYNTRA TXN POS PURCHASE,Shopping,Want,bank_statement,clear
POS EATSURE ONLINE,Food,Want,bank_statement,clear
UPI-RELIANCEDIGI-941223@upi,Shopping,Want,upi,clear
Burger King just out of a craving,Food,Want,merchant,context_dependent
Jio for the mobile recharge plan,Bills,Need,merchant,clear
IndiGo to rush to the hospital,Travel,Need,merchant,context_dependent
CARD PAYMENT BYJU'S,Education,Investment,bank_statement,clear
booked Yatra to get to a work meeting,Travel,Need,natural_language,clear
Ajio because everyone else already had it,Shopping,Want,merchant,context_dependent
Unacademy mandatory for the course curriculum,Education,Need,merchant,clear
"set money aside for the future via Zerodha, for a mutual fund purchase",Misc,Investment,semantic,clear
online order,Shopping,Want,short_keyword,ambiguous
UPI-INDIGO-791240@upi,Travel,Need,upi,clear
paid for Tata Power for the monthly electricity bill,Bills,Need,natural_language,clear
paid for an online certification to improve my programming skills,Education,Investment,semantic,clear
UPI/CLUBENTRY/BDAYPARTY/REF8821,Party,Want,upi,clear
CARD PAYMENT UDEMY COURSE,Education,Investment,bank_statement,clear
UPI-BIGBASKET-BIGBASKET@HDFC,Groceries,Need,upi,clear
"booked a local pub for a New Year's party, just for fun",Party,Want,natural_language,context_dependent
"spent on JioMart more for enjoyment than necessity, to try some gourmet imported items",Groceries,Want,semantic,context_dependent
"the expense on IRCTC was unavoidable, to get to a work meeting",Travel,Need,semantic,clear
"spent on Amazon more for enjoyment than necessity, to try out a new trend",Shopping,Want,semantic,context_dependent
CARD PAYMENT MORE SUPERMARKET,Groceries,Need,bank_statement,clear
a rooftop bar during a bachelor party night out,Party,Want,merchant,clear
renewed the family OTT subscription for the year,Entertainment,Want,natural_language,clear
UPI-KUVERA-KUVERA@AXIS,Misc,Investment,upi,clear
UPI-BLUSMART-BLUSMART@AXIS,Travel,Want,upi,clear
booked SpiceJet to get to a work meeting,Travel,Need,natural_language,clear
POS STANDING INSTRUCTION DEBIT,Misc,Want,bank_statement,clear
RAPIDO TXN POS PURCHASE,Travel,Need,bank_statement,clear
went for BookMyShow for a birthday movie marathon,Entertainment,Want,natural_language,context_dependent
UPI-FORTISHOSPIT-FORTISHOSPIT@AXIS,Health,Need,upi,clear
Adani Electricity for the electricity connection at home,Bills,Need,merchant,clear
UPI/BESTBUS/PAYMENT/REF1672,Travel,Want,upi,clear
UPI/DMART/PAYMENT/REF1713,Groceries,Need,upi,clear
Yatra to a concert across town,Travel,Want,merchant,clear
POS NATURE'S BASKET ONLINE,Groceries,Need,bank_statement,clear
had to pay for BEST bus for a hospital appointment,Travel,Need,natural_language,clear
UPI/JIOCINEMA/PAYMENT/REF9008,Entertainment,Want,upi,clear
Hotstar annual subscription for cricket season,Entertainment,Want,merchant,clear
Airtel broadband bill payment,Bills,Need,merchant,clear
paid the water bill for the apartment,Bills,Need,natural_language,clear
CARD PAYMENT ICICI DIRECT,Misc,Investment,bank_statement,clear
POS ZEE5 PAYMENT,Entertainment,Want,bank_statement,clear
"spent on BookMyShow more for enjoyment than necessity, for binge watching over the weekend",Entertainment,Want,semantic,context_dependent
"decided to grow long term savings through ICICI Direct, for a fixed deposit renewal",Misc,Investment,semantic,clear
Udemy to boost my career prospects,Education,Investment,merchant,context_dependent
UPI-SKILLSHARE-840909@upi,Education,Investment,upi,clear
spent on Skillshare compulsory for the degree program,Education,Need,natural_language,clear
Star Bazaar expense for the week's meals,Groceries,Need,natural_language,clear
POS UPGRAD ONLINE,Education,Investment,bank_statement,clear
CARD PAYMENT A LOUNGE BAR,Party,Want,bank_statement,clear
invested through Zerodha for a national pension scheme contribution,Misc,Investment,natural_language,clear
UPI-NETFLIX-NETFLIX@SBI,Entertainment,Want,upi,clear
contributed to ET Money for a recurring deposit,Misc,Investment,natural_language,clear
Vodafone Idea for the prepaid mobile recharge,Bills,Need,merchant,clear
used Unacademy mandatory for the course curriculum,Education,Need,natural_language,clear
recharge,Bills,Need,short_keyword,ambiguous
"set money aside for the future via LinkedIn Learning, to stay competitive at work",Education,Investment,semantic,context_dependent
POS SWIGGY PAYMENT,Food,Need,bank_statement,clear
UPI/HOUSINGSOCIE/PAYMENT/REF7286,Bills,Need,upi,clear
"could have skipped PVR, but chose to spend on it, for a weekend movie outing with friends",Entertainment,Want,semantic,clear
Skillshare purely for personal enrichment,Education,Want,merchant,context_dependent
CARD PAYMENT MCDONALD'S,Food,Need,bank_statement,clear
signed up for a recreational photography workshop,Education,Investment,natural_language,clear
FASTag to attend a friend's party,Travel,Want,merchant,clear
UPI-MYNTRA-MYNTRA@ICICI,Shopping,Want,upi,clear
UDEMY TXN POS PURCHASE,Education,Investment,bank_statement,clear
bought decorations and drinks for a New Year house party,Party,Want,semantic,clear
Sony LIV for the monthly subscription renewal,Entertainment,Want,merchant,clear
UPI/UBER/PAYMENT/REF7224,Travel,Need,upi,clear
a lounge bar for a friend's birthday celebration,Party,Want,merchant,clear
CARD PAYMENT NETFLIX.COM,Entertainment,Want,bank_statement,clear
Wow Momo expense when there was nothing left in the fridge,Food,Need,natural_language,context_dependent
UPI-UDEMY-UDEMY@PAYTM,Education,Investment,upi,clear
"could have skipped Netmeds, but chose to spend on it, for a skincare experiment",Health,Need,semantic,clear
MSEDCL TXN POS PURCHASE,Bills,Need,bank_statement,clear
"booked Delhi Metro to explore a new city, just for fun",Travel,Want,natural_language,context_dependent
Paytm Money for a stock market trade,Misc,Investment,merchant,clear
had to pay for Vodafone Idea for the prepaid mobile recharge,Bills,Need,natural_language,clear
BluSmart to rush to the hospital,Travel,Need,merchant,context_dependent
bill payment,Bills,Need,natural_language,clear
RELIANCE FRESH TXN POS PURCHASE,Groceries,Need,bank_statement,clear
POS GREAT LEARNING ONLINE,Education,Investment,bank_statement,clear
SIP,Misc,Investment,short_keyword,ambiguous
paid for JioMart to try some gourmet imported items on a whim,Groceries,Want,natural_language,clear
metro,Travel,Need,short_keyword,clear
UPI-PHARMEASY-PHARMEASY@YBL,Health,Need,upi,clear
spent on McDonald's while studying for an exam late at night,Food,Need,natural_language,context_dependent
Reliance Fresh after running out of cooking essentials,Groceries,Need,merchant,clear
Zepto for a festive celebration at home,Groceries,Want,merchant,clear
UPI-SUBWAY-833864@upi,Food,Want,upi,clear
UPI/GROWW/PAYMENT/REF4084,Misc,Investment,upi,clear
paid for Lenskart as a birthday gift for myself on a whim,Shopping,Want,natural_language,clear
CROMA TXN POS PURCHASE,Shopping,Want,bank_statement,clear
UPI-GOIBIBO-GOIBIBO@SBI,Travel,Want,upi,clear
McDonald's between back to back lectures,Food,Need,merchant,clear
CARD PAYMENT GROWW,Misc,Investment,bank_statement,clear
Tata 1mg for a routine health checkup,Health,Need,merchant,clear
UPI/MUMBAIMETRO/PAYMENT/REF6763,Travel,Need,upi,clear
SpiceJet for a hospital appointment,Travel,Need,merchant,clear
went for PharmEasy to try a trending supplement,Health,Need,natural_language,clear
paid for 1mg Diagnostics after a doctor's referral,Health,Need,natural_language,clear
splurged on INOX to watch a new season with the family,Entertainment,Want,natural_language,clear
Udemy web development course,Education,Investment,merchant,clear
Croma during a big sale,Shopping,Want,merchant,clear
HALDIRAM'S TXN POS PURCHASE,Food,Want,bank_statement,clear
IRCTC for a spontaneous road trip,Travel,Want,merchant,context_dependent
DMart for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
"didn't really need BookMyShow, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear
UPI/COINBYZERODH/PAYMENT/REF9914,Misc,Investment,upi,clear
POS UBER TRIP MUMBAI,Travel,Need,bank_statement,clear
Zomato dinner order with friends,Food,Want,merchant,clear
Nykaa as a birthday gift for myself,Shopping,Want,merchant,clear
POS CROMA PAYMENT,Shopping,Want,bank_statement,clear
lunch,Food,Need,short_keyword,ambiguous
POS SWIGGY ONLINE,Food,Need,bank_statement,clear
had no choice but to pay for Udemy since it was compulsory for the degree program,Education,Need,semantic,context_dependent
UPI-UNACADEMY-922075@upi,Education,Investment,upi,clear
HOUSING SOCIETY TXN POS PURCHASE,Bills,Need,bank_statement,clear
MSEDCL for this month's electricity usage,Bills,Need,merchant,clear
CARD PAYMENT CROMA ELECTRONICS,Shopping,Want,bank_statement,clear
"the expense on MakeMyTrip was unavoidable, for the daily office commute",Travel,Need,semantic,clear
"booked a brewery for a spontaneous Friday night out, just for fun",Party,Want,natural_language,context_dependent
Wow Momo to celebrate a promotion,Food,Want,merchant,clear
paid for fuel while driving to work every day,Travel,Need,natural_language,clear
put money into Kuvera for a corporate bond purchase,Misc,Investment,natural_language,clear
went for Reliance Digital because everyone else already had it,Shopping,Want,natural_language,context_dependent
POS MCDONALD'S PAYMENT,Food,Want,bank_statement,clear
paid for the train pass I use every day to travel to college,Travel,Need,semantic,clear
UPI/1MGDIAGNOSTI/PAYMENT/REF6347,Health,Need,upi,clear
"spent on Zomato more for enjoyment than necessity, for a movie night at home",Food,Want,semantic,context_dependent
"didn't really need BEST bus, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,clear
UPI/HOTSTAR/PAYMENT/REF7765,Entertainment,Want,upi,clear
UPI-KUVERA-KUVERA@HDFC,Misc,Investment,upi,clear
course fee,Education,Investment,short_keyword,ambiguous
"spent on Haldiram's more for enjoyment than necessity, for a Sunday brunch tradition",Food,Want,semantic,context_dependent
POS 1MG DIAGNOSTICS PAYMENT,Health,Need,bank_statement,clear
Rapido for a solo backpacking trip,Travel,Want,merchant,clear
UPI-1MGDIAGNOSTI-1MGDIAGNOSTI@PAYTM,Health,Need,upi,clear
bank charges deducted,Misc,Need,bank_statement,clear
UPI-YATRA-YATRA@HDFC,Travel,Want,upi,clear
Wow Momo when there was nothing left in the fridge,Food,Need,merchant,context_dependent
Practo for ongoing medical treatment,Health,Need,merchant,clear
UPI/PHARMEASY/MEDICINE/REF4471,Health,Need,upi,clear
WOW MOMO TXN POS PURCHASE,Food,Want,bank_statement,clear
splurged on KFC for a Sunday brunch tradition,Food,Want,natural_language,clear
UPI/HALDIRAMS/PAYMENT/REF7078,Food,Need,upi,clear
purchased medicine prescribed by the doctor,Health,Need,natural_language,clear
"the expense on Blinkit was unavoidable, after running out of cooking essentials",Groceries,Need,semantic,clear
grabbed a quick sandwich between back to back meetings,Food,Need,semantic,clear
"bought milk, bread and eggs for the house",Groceries,Need,semantic,clear
Lenskart for essential office supplies,Shopping,Want,merchant,clear
Croma to try out a new trend,Shopping,Want,merchant,clear
UPI-PRACTO-846996@upi,Health,Need,upi,clear
paid for PharmEasy for a routine health checkup,Health,Need,natural_language,clear
Blinkit for basic household supplies,Groceries,Need,merchant,clear
"decided to grow long term savings through Skillshare, to boost my career prospects",Education,Investment,semantic,context_dependent
used Netmeds for a chronic condition follow-up,Health,Need,natural_language,clear
"set money aside for the future via Kuvera, for a systematic transfer plan",Misc,Investment,semantic,clear
"booked Burger King for a movie night at home, just for fun",Food,Want,natural_language,context_dependent
had to pay for Skillshare required to pass the course,Education,Investment,natural_language,clear
UPI-SONYLIV-863042@upi,Entertainment,Want,upi,clear
indulged in Faasos for a weekend treat,Food,Want,natural_language,context_dependent
UPI/NETMEDS/PAYMENT/REF8692,Health,Need,upi,clear
went for Lenskart just because I liked the design,Shopping,Want,natural_language,clear
UPI-ADANIELECTRI-ADANIELECTRI@AXIS,Bills,Need,upi,clear
FORTIS HOSPITAL TXN POS PURCHASE,Health,Need,bank_statement,clear
Upstox for a national pension scheme contribution,Misc,Investment,merchant,clear
"booked SpiceJet for a spontaneous road trip, just for fun",Travel,Want,natural_language,context_dependent
had no choice but to pay for Practo since it was to get a diagnostic test done,Health,Need,semantic,context_dependent
invested through LinkedIn Learning to stay competitive at work,Education,Investment,natural_language,context_dependent
UPI-ICICIDIRECT-ICICIDIRECT@HDFC,Misc,Investment,upi,clear
"could have skipped Spotify, but chose to spend on it, for a birthday movie marathon",Entertainment,Want,semantic,context_dependent
indulged in Snapdeal just because I liked the design,Shopping,Want,natural_language,clear
a brewery for a New Year's party,Party,Want,merchant,clear
Flipkart as a birthday gift for myself,Shopping,Want,merchant,clear
"spent on JioCinema more for enjoyment than necessity, to watch a new season with the family",Entertainment,Want,semantic,context_dependent
UPI/MORESUPERMAR/PAYMENT/REF7850,Groceries,Need,upi,clear
splurged on an expensive tasting menu just to celebrate,Food,Want,semantic,clear
"the expense on MakeMyTrip was unavoidable, for a mandatory office trip",Travel,Need,semantic,clear
CARD PAYMENT ZEPTO,Groceries,Need,bank_statement,clear
Ola to get to a work meeting,Travel,Need,merchant,clear
veggies,Groceries,Need,short_keyword,ambiguous
local kirana store monthly ration,Groceries,Need,merchant,clear
Box8 with friends for a celebration,Food,Want,merchant,clear
had no choice but to pay for Swiggy since it was during a busy workday,Food,Need,semantic,context_dependent
went for Burger King to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent
"didn't really need JioCinema, but went ahead anyway, for a weekend movie outing with friends",Entertainment,Want,semantic,clear
PVR movie tickets with friends,Entertainment,Want,merchant,clear
Coursera required to pass the course,Education,Investment,merchant,clear
Reliance Fresh to try some gourmet imported items,Groceries,Want,merchant,clear
CARD PAYMENT DOMINOS PIZZA,Food,Want,bank_statement,clear
UPI-VIJAYSALES-963667@upi,Shopping,Want,upi,clear
Udemy required to pass the course,Education,Investment,merchant,clear
Sony LIV for a birthday movie marathon,Entertainment,Want,merchant,context_dependent
set aside savings via Upstox for a stock market trade,Misc,Investment,natural_language,clear
"decided to grow long term savings through Kuvera, for a stock market trade",Misc,Investment,semantic,clear
UPI-STOREPURCHASE-REF5414,Shopping,Want,upi,clear
UPI-RELIANCEFRES-RELIANCEFRES@SBI,Groceries,Need,upi,clear
RELIANCE DIGITAL TXN POS PURCHASE,Shopping,Want,bank_statement,clear
CARD PAYMENT BURGER KING,Food,Want,bank_statement,clear
"the expense on Meesho was unavoidable, for a work-from-home setup",Shopping,Need,semantic,clear
CARD PAYMENT A ROOFTOP BAR,Party,Want,bank_statement,clear
Amazon purchase of a new phone case out of boredom,Shopping,Want,merchant,clear
paid for physiotherapy sessions after an injury,Health,Need,natural_language,clear
UPI-DMART-DMART@HDFC,Groceries,Need,upi,clear
indulged in Spotify to unwind after a long week,Entertainment,Want,natural_language,context_dependent
Spencer's for daily cooking needs,Groceries,Need,merchant,clear
went to a movie with friends,Entertainment,Want,natural_language,clear
replaced a broken laptop charger urgently before a meeting,Shopping,Need,semantic,clear
medicines,Health,Need,short_keyword,ambiguous
Blinkit for hosting a dinner party,Groceries,Want,merchant,context_dependent
UPI/EATSURE/PAYMENT/REF7693,Food,Want,upi,clear
POS SUBWAY ONLINE,Food,Need,bank_statement,clear
ACT Fibernet for the broadband connection at home,Bills,Need,merchant,clear
indulged in BEST bus to a concert across town,Travel,Want,natural_language,clear
Rapido for a leisure vacation,Travel,Want,merchant,clear
UPI/CULT.FIT/PAYMENT/REF5135,Health,Want,upi,clear
Zomato when there was nothing left in the fridge,Food,Need,merchant,context_dependent
UPI-AROOFTOPBAR-AROOFTOPBAR@HDFC,Party,Want,upi,clear
spent on MSEDCL for this month's electricity usage,Bills,Need,natural_language,clear
CARD PAYMENT JIO RECHARGE,Bills,Need,bank_statement,clear
UPI-UPGRAD-818589@upi,Education,Investment,upi,clear
POS DELHI METRO PAYMENT,Travel,Need,bank_statement,clear
UPI-OLACABS-OLA@PAYTM,Travel,Want,upi,clear
paid for Hotstar for the monthly subscription renewal on a whim,Entertainment,Want,natural_language,clear
splurged on Ola for a leisure vacation,Travel,Want,natural_language,clear
BigBasket for a festive celebration at home,Groceries,Want,merchant,clear
"booked Box8 for a weekend treat, just for fun",Food,Want,natural_language,context_dependent
UPI-GOIBIBO-GOIBIBO@ICICI,Travel,Want,upi,clear
Tata Power monthly electricity bill,Bills,Need,merchant,clear
spent on Blinkit for the week's meals,Groceries,Need,natural_language,clear
UPI-JIOMART-780445@upi,Groceries,Need,upi,clear
bought arcade tokens during a mall visit,Entertainment,Want,semantic,clear
paid for Jio for the mobile recharge plan,Bills,Need,natural_language,clear
POS A NIGHTCLUB ONLINE,Party,Want,bank_statement,clear
went for INOX for a weekend movie outing with friends,Entertainment,Want,natural_language,clear
UPI-BESTBUS-MUMBAI,Travel,Need,upi,clear
UPI-ACTFIBERNET-940050@upi,Bills,Need,upi,clear
UPI-AMAZONPRIMEV-AMAZONPRIMEV@SBI,Entertainment,Want,upi,clear
had no choice but to pay for Faasos since it was when there was nothing left in the fridge,Food,Need,semantic,context_dependent
MakeMyTrip for a mandatory office trip,Travel,Need,merchant,clear
Nature's Basket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
UPI/PHARMEASY/PAYMENT/REF1797,Health,Need,upi,clear
CARD PAYMENT VISTARA,Travel,Need,bank_statement,clear
"decided to grow long term savings through BYJU'S, for a professional certification",Education,Investment,semantic,clear
paid for Max Healthcare for a routine health checkup,Health,Need,natural_language,clear
monthly house rent payment,Bills,Need,natural_language,clear
replacement charger required for work,Shopping,Need,semantic,clear
"stocked up on rice, dal and cooking oil",Groceries,Need,natural_language,clear
KFC when there was nothing left in the fridge,Food,Need,merchant,context_dependent
