text,category,type,input_style,ambiguity
"spent on Amazon more for enjoyment than necessity, to try out a new trend",Shopping,Want,semantic,context_dependent
CARD PAYMENT MORE SUPERMARKET,Groceries,Need,bank_statement,clear
renewed the family OTT subscription for the year,Entertainment,Want,natural_language,clear
UPI-BLUSMART-BLUSMART@AXIS,Travel,Want,upi,clear
booked SpiceJet to get to a work meeting,Travel,Need,natural_language,clear
POS STANDING INSTRUCTION DEBIT,Misc,Want,bank_statement,clear
went for BookMyShow for a birthday movie marathon,Entertainment,Want,natural_language,context_dependent
UPI-FORTISHOSPIT-FORTISHOSPIT@AXIS,Health,Need,upi,clear
Adani Electricity for the electricity connection at home,Bills,Need,merchant,clear
UPI/BESTBUS/PAYMENT/REF1672,Travel,Want,upi,clear
UPI/DMART/PAYMENT/REF1713,Groceries,Need,upi,clear
Yatra to a concert across town,Travel,Want,merchant,clear
POS NATURE'S BASKET ONLINE,Groceries,Need,bank_statement,clear
had to pay for BEST bus for a hospital appointment,Travel,Need,natural_language,clear
Hotstar annual subscription for cricket season,Entertainment,Want,merchant,clear
Airtel broadband bill payment,Bills,Need,merchant,clear
CARD PAYMENT ICICI DIRECT,Misc,Investment,bank_statement,clear
"spent on BookMyShow more for enjoyment than necessity, for binge watching over the weekend",Entertainment,Want,semantic,context_dependent
"decided to grow long term savings through ICICI Direct, for a fixed deposit renewal",Misc,Investment,semantic,clear
Udemy to boost my career prospects,Education,Investment,merchant,context_dependent
UPI-SKILLSHARE-840909@upi,Education,Investment,upi,clear
spent on Skillshare compulsory for the degree program,Education,Need,natural_language,clear
Star Bazaar expense for the week's meals,Groceries,Need,natural_language,clear
invested through Zerodha for a national pension scheme contribution,Misc,Investment,natural_language,clear
UPI-NETFLIX-NETFLIX@SBI,Entertainment,Want,upi,clear
Vodafone Idea for the prepaid mobile recharge,Bills,Need,merchant,clear
used Unacademy mandatory for the course curriculum,Education,Need,natural_language,clear
recharge,Bills,Need,short_keyword,ambiguous
"set money aside for the future via LinkedIn Learning, to stay competitive at work",Education,Investment,semantic,context_dependent
UPI/HOUSINGSOCIE/PAYMENT/REF7286,Bills,Need,upi,clear
"could have skipped PVR, but chose to spend on it, for a weekend movie outing with friends",Entertainment,Want,semantic,clear
Skillshare purely for personal enrichment,Education,Want,merchant,context_dependent
CARD PAYMENT MCDONALD'S,Food,Need,bank_statement,clear
signed up for a recreational photography workshop,Education,Investment,natural_language,clear
UPI-MYNTRA-MYNTRA@ICICI,Shopping,Want,upi,clear
UDEMY TXN POS PURCHASE,Education,Investment,bank_statement,clear
bought decorations and drinks for a New Year house party,Party,Want,semantic,clear
Sony LIV for the monthly subscription renewal,Entertainment,Want,merchant,clear
CARD PAYMENT NETFLIX.COM,Entertainment,Want,bank_statement,clear
UPI-UDEMY-UDEMY@PAYTM,Education,Investment,upi,clear
MSEDCL TXN POS PURCHASE,Bills,Need,bank_statement,clear
"booked Delhi Metro to explore a new city, just for fun",Travel,Want,natural_language,context_dependent
had to pay for Vodafone Idea for the prepaid mobile recharge,Bills,Need,natural_language,clear
BluSmart to rush to the hospital,Travel,Need,merchant,context_dependent
bill payment,Bills,Need,natural_language,clear
SIP,Misc,Investment,short_keyword,ambiguous
spent on McDonald's while studying for an exam late at night,Food,Need,natural_language,context_dependent
Reliance Fresh after running out of cooking essentials,Groceries,Need,merchant,clear
Zepto for a festive celebration at home,Groceries,Want,merchant,clear
UPI-SUBWAY-833864@upi,Food,Want,upi,clear
UPI/GROWW/PAYMENT/REF4084,Misc,Investment,upi,clear
paid for Lenskart as a birthday gift for myself on a whim,Shopping,Want,natural_language,clear
UPI-GOIBIBO-GOIBIBO@SBI,Travel,Want,upi,clear
McDonald's between back to back lectures,Food,Need,merchant,clear
CARD PAYMENT GROWW,Misc,Investment,bank_statement,clear
Tata 1mg for a routine health checkup,Health,Need,merchant,clear
UPI/MUMBAIMETRO/PAYMENT/REF6763,Travel,Need,upi,clear
SpiceJet for a hospital appointment,Travel,Need,merchant,clear
paid for 1mg Diagnostics after a doctor's referral,Health,Need,natural_language,clear
splurged on INOX to watch a new season with the family,Entertainment,Want,natural_language,clear
Udemy web development course,Education,Investment,merchant,clear
IRCTC for a spontaneous road trip,Travel,Want,merchant,context_dependent
DMart for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
"didn't really need BookMyShow, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear
UPI/COINBYZERODH/PAYMENT/REF9914,Misc,Investment,upi,clear
Nykaa as a birthday gift for myself,Shopping,Want,merchant,clear
lunch,Food,Need,short_keyword,ambiguous
had no choice but to pay for Udemy since it was compulsory for the degree program,Education,Need,semantic,context_dependent
UPI-UNACADEMY-922075@upi,Education,Investment,upi,clear
HOUSING SOCIETY TXN POS PURCHASE,Bills,Need,bank_statement,clear
MSEDCL for this month's electricity usage,Bills,Need,merchant,clear
"the expense on MakeMyTrip was unavoidable, for the daily office commute",Travel,Need,semantic,clear
"booked a brewery for a spontaneous Friday night out, just for fun",Party,Want,natural_language,context_dependent
paid for fuel while driving to work every day,Travel,Need,natural_language,clear
POS MCDONALD'S PAYMENT,Food,Want,bank_statement,clear
paid for the train pass I use every day to travel to college,Travel,Need,semantic,clear
UPI/1MGDIAGNOSTI/PAYMENT/REF6347,Health,Need,upi,clear
"didn't really need BEST bus, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,clear
UPI/HOTSTAR/PAYMENT/REF7765,Entertainment,Want,upi,clear
course fee,Education,Investment,short_keyword,ambiguous
POS 1MG DIAGNOSTICS PAYMENT,Health,Need,bank_statement,clear
UPI-1MGDIAGNOSTI-1MGDIAGNOSTI@PAYTM,Health,Need,upi,clear
bank charges deducted,Misc,Need,bank_statement,clear
UPI-YATRA-YATRA@HDFC,Travel,Want,upi,clear
splurged on KFC for a Sunday brunch tradition,Food,Want,natural_language,clear
purchased medicine prescribed by the doctor,Health,Need,natural_language,clear
"the expense on Blinkit was unavoidable, after running out of cooking essentials",Groceries,Need,semantic,clear
grabbed a quick sandwich between back to back meetings,Food,Need,semantic,clear
"bought milk, bread and eggs for the house",Groceries,Need,semantic,clear
Lenskart for essential office supplies,Shopping,Want,merchant,clear
Blinkit for basic household supplies,Groceries,Need,merchant,clear
"decided to grow long term savings through Skillshare, to boost my career prospects",Education,Investment,semantic,context_dependent
"set money aside for the future via Kuvera, for a systematic transfer plan",Misc,Investment,semantic,clear
"booked Burger King for a movie night at home, just for fun",Food,Want,natural_language,context_dependent
had to pay for Skillshare required to pass the course,Education,Investment,natural_language,clear
UPI-SONYLIV-863042@upi,Entertainment,Want,upi,clear
went for Lenskart just because I liked the design,Shopping,Want,natural_language,clear
UPI-ADANIELECTRI-ADANIELECTRI@AXIS,Bills,Need,upi,clear
FORTIS HOSPITAL TXN POS PURCHASE,Health,Need,bank_statement,clear
Upstox for a national pension scheme contribution,Misc,Investment,merchant,clear
"booked SpiceJet for a spontaneous road trip, just for fun",Travel,Want,natural_language,context_dependent
invested through LinkedIn Learning to stay competitive at work,Education,Investment,natural_language,context_dependent
UPI-ICICIDIRECT-ICICIDIRECT@HDFC,Misc,Investment,upi,clear
"could have skipped Spotify, but chose to spend on it, for a birthday movie marathon",Entertainment,Want,semantic,context_dependent
a brewery for a New Year's party,Party,Want,merchant,clear
Flipkart as a birthday gift for myself,Shopping,Want,merchant,clear
UPI/MORESUPERMAR/PAYMENT/REF7850,Groceries,Need,upi,clear
splurged on an expensive tasting menu just to celebrate,Food,Want,semantic,clear
"the expense on MakeMyTrip was unavoidable, for a mandatory office trip",Travel,Need,semantic,clear
CARD PAYMENT ZEPTO,Groceries,Need,bank_statement,clear
Ola to get to a work meeting,Travel,Need,merchant,clear
veggies,Groceries,Need,short_keyword,ambiguous
local kirana store monthly ration,Groceries,Need,merchant,clear
Box8 with friends for a celebration,Food,Want,merchant,clear
went for Burger King to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent
PVR movie tickets with friends,Entertainment,Want,merchant,clear
Coursera required to pass the course,Education,Investment,merchant,clear
Reliance Fresh to try some gourmet imported items,Groceries,Want,merchant,clear
CARD PAYMENT DOMINOS PIZZA,Food,Want,bank_statement,clear
UPI-VIJAYSALES-963667@upi,Shopping,Want,upi,clear
Udemy required to pass the course,Education,Investment,merchant,clear
Sony LIV for a birthday movie marathon,Entertainment,Want,merchant,context_dependent
set aside savings via Upstox for a stock market trade,Misc,Investment,natural_language,clear
"decided to grow long term savings through Kuvera, for a stock market trade",Misc,Investment,semantic,clear
UPI-STOREPURCHASE-REF5414,Shopping,Want,upi,clear
UPI-RELIANCEFRES-RELIANCEFRES@SBI,Groceries,Need,upi,clear
CARD PAYMENT BURGER KING,Food,Want,bank_statement,clear
"the expense on Meesho was unavoidable, for a work-from-home setup",Shopping,Need,semantic,clear
Amazon purchase of a new phone case out of boredom,Shopping,Want,merchant,clear
paid for physiotherapy sessions after an injury,Health,Need,natural_language,clear
UPI-DMART-DMART@HDFC,Groceries,Need,upi,clear
Spencer's for daily cooking needs,Groceries,Need,merchant,clear
went to a movie with friends,Entertainment,Want,natural_language,clear
medicines,Health,Need,short_keyword,ambiguous
Blinkit for hosting a dinner party,Groceries,Want,merchant,context_dependent
UPI/EATSURE/PAYMENT/REF7693,Food,Want,upi,clear
POS SUBWAY ONLINE,Food,Need,bank_statement,clear
indulged in BEST bus to a concert across town,Travel,Want,natural_language,clear
UPI/CULT.FIT/PAYMENT/REF5135,Health,Want,upi,clear
spent on MSEDCL for this month's electricity usage,Bills,Need,natural_language,clear
POS DELHI METRO PAYMENT,Travel,Need,bank_statement,clear
UPI-OLACABS-OLA@PAYTM,Travel,Want,upi,clear
paid for Hotstar for the monthly subscription renewal on a whim,Entertainment,Want,natural_language,clear
splurged on Ola for a leisure vacation,Travel,Want,natural_language,clear
"booked Box8 for a weekend treat, just for fun",Food,Want,natural_language,context_dependent
UPI-GOIBIBO-GOIBIBO@ICICI,Travel,Want,upi,clear
Tata Power monthly electricity bill,Bills,Need,merchant,clear
spent on Blinkit for the week's meals,Groceries,Need,natural_language,clear
bought arcade tokens during a mall visit,Entertainment,Want,semantic,clear
went for INOX for a weekend movie outing with friends,Entertainment,Want,natural_language,clear
UPI-BESTBUS-MUMBAI,Travel,Need,upi,clear
UPI-AMAZONPRIMEV-AMAZONPRIMEV@SBI,Entertainment,Want,upi,clear
MakeMyTrip for a mandatory office trip,Travel,Need,merchant,clear
Nature's Basket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
CARD PAYMENT VISTARA,Travel,Need,bank_statement,clear
"decided to grow long term savings through BYJU'S, for a professional certification",Education,Investment,semantic,clear
paid for Max Healthcare for a routine health checkup,Health,Need,natural_language,clear
monthly house rent payment,Bills,Need,natural_language,clear
replacement charger required for work,Shopping,Need,semantic,clear
"stocked up on rice, dal and cooking oil",Groceries,Need,natural_language,clear
KFC when there was nothing left in the fridge,Food,Need,merchant,context_dependent
BluSmart to attend a friend's party,Travel,Want,merchant,clear
UPI/MCDONALDS/PAYMENT/REF9903,Food,Need,upi,clear
Groww mutual fund SIP,Misc,Investment,merchant,clear
LinkedIn Learning required to pass the course,Education,Investment,merchant,clear
"decided to grow long term savings through Zerodha, for a national pension scheme contribution",Misc,Investment,semantic,clear
IRCTC ticket for mandatory office relocation travel,Travel,Need,merchant,clear
"didn't really need Sony LIV, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear
CARD PAYMENT MAKEMYTRIP FLIGHT,Travel,Want,bank_statement,clear
Nature's Basket for the monthly household stock-up,Groceries,Need,merchant,clear
Cult.fit for a routine health checkup,Health,Need,merchant,clear
purchased work formals for the new job,Shopping,Want,natural_language,clear
POS IRCTC RAIL TICKET,Travel,Need,bank_statement,clear
put money into Zerodha for a mutual fund purchase,Misc,Investment,natural_language,clear
ordered biryani since the mess food was over for the day,Food,Need,semantic,clear
transferred money to a friend to split a bill,Misc,Need,semantic,clear
"spent on Goibibo more for enjoyment than necessity, to attend a friend's party",Travel,Want,semantic,context_dependent
"set money aside for the future via Paytm Money, for a national pension scheme contribution",Misc,Investment,semantic,clear
Spencer's to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
paid semester college tuition fees,Education,Need,natural_language,clear
miscellaneous charge,Misc,Want,short_keyword,ambiguous
takeaway,Food,Want,short_keyword,ambiguous
BLUSMART TXN POS PURCHASE,Travel,Want,bank_statement,clear
VISTARA TXN POS PURCHASE,Travel,Want,bank_statement,clear
FLIPKART TXN POS PURCHASE,Shopping,Want,bank_statement,clear
splurged on MedPlus to try a new wellness trend,Health,Need,natural_language,context_dependent
Ola for a mandatory office trip,Travel,Need,merchant,clear
UPI/SONYLIV/PAYMENT/REF7121,Entertainment,Want,upi,clear
UPI-BARTAB-PUBNIGHT@HDFC,Party,Want,upi,clear
Vijay Sales during a big sale,Shopping,Want,merchant,clear
had no choice but to pay for Meru Cabs since it was for a mandatory office trip,Travel,Need,semantic,context_dependent
POS MYNTRA DESIGNS,Shopping,Want,bank_statement,clear
Lenskart just because I liked the design,Shopping,Want,merchant,clear
Netflix to catch a live concert,Entertainment,Want,merchant,clear
indulged in Amazon to try out a new trend,Shopping,Want,natural_language,clear
Flipkart new formal shoes for the office,Shopping,Want,merchant,clear
"spent on MedPlus more for enjoyment than necessity, to try a new wellness trend",Health,Need,semantic,context_dependent
Great Learning required for the current semester,Education,Need,merchant,context_dependent
renewed a streaming subscription mostly out of habit,Entertainment,Want,semantic,clear
splurged on More Supermarket to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
CARD PAYMENT VIJAY SALES,Shopping,Want,bank_statement,clear
UPI-ABREWERY-828862@upi,Party,Want,upi,clear
wallet recharge,Misc,Want,natural_language,clear
Housing Society for monthly maintenance charges,Bills,Need,merchant,clear
had no choice but to pay for EatSure since it was during a family emergency at home,Food,Need,semantic,context_dependent
"booked a local pub for a farewell celebration, just for fun",Party,Want,natural_language,context_dependent
UPI-LINKEDINLEAR-LINKEDINLEAR@ICICI,Education,Investment,upi,clear
went for DMart for a festive celebration at home,Groceries,Want,natural_language,clear
Groww for a systematic transfer plan,Misc,Investment,merchant,clear
UPI-SPENCERS-828386@upi,Groceries,Need,upi,clear
Coursera data science specialization,Education,Investment,merchant,clear
bought the medicine the doctor prescribed yesterday,Health,Need,semantic,clear
More Supermarket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
"didn't really need Subway, but went ahead anyway, to try a new outlet everyone was talking about",Food,Want,semantic,context_dependent
UPI-BESTBUS-BESTBUS@AXIS,Travel,Need,upi,clear
CARD PAYMENT BEHROUZ BIRYANI,Food,Want,bank_statement,clear
indulged in Spencer's for an elaborate weekend cooking project,Groceries,Want,natural_language,context_dependent
UPI-HOUSINGSOCIE-936454@upi,Bills,Need,upi,clear
went out for an expensive dinner just for fun,Food,Want,natural_language,context_dependent
POS CULT.FIT PAYMENT,Health,Need,bank_statement,clear
treated myself to Zepto to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
UPI-TATACLIQ-862650@upi,Shopping,Want,upi,clear
basic groceries for the week,Groceries,Need,natural_language,clear
"could have skipped Myntra, but chose to spend on it, to try out a new trend",Shopping,Want,semantic,clear
used Blinkit for basic household supplies,Groceries,Need,natural_language,clear
CARD PAYMENT FORTIS HOSPITAL,Health,Need,bank_statement,clear
paid for Delhi Metro to rush to the hospital,Travel,Need,natural_language,context_dependent
snacks,Food,Want,short_keyword,ambiguous
Zepto for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
POS STAR BAZAAR PAYMENT,Groceries,Need,bank_statement,clear
"didn't really need Mumbai Metro, but went ahead anyway, to explore a new city",Travel,Want,semantic,context_dependent
paid MSEDCL electricity bill,Bills,Need,natural_language,clear
CARD PAYMENT COIN BY ZERODHA,Misc,Investment,bank_statement,clear
"spent on Meesho more for enjoyment than necessity, as a birthday gift for myself",Shopping,Want,semantic,context_dependent
ordered dessert along with the regular dinner,Food,Want,natural_language,clear
POS SKILLSHARE ONLINE,Education,Investment,bank_statement,clear
INOX weekend movie outing,Entertainment,Want,merchant,clear
monthly SIP,Misc,Investment,natural_language,clear
NPS contribution,Misc,Investment,natural_language,clear
ordered food because I had no time to cook after work,Food,Need,natural_language,clear
POS TATA 1MG ONLINE,Health,Need,bank_statement,clear
AIRTEL TXN POS PURCHASE,Bills,Need,bank_statement,clear
rent,Bills,Need,short_keyword,ambiguous
treated myself to PVR for binge watching over the weekend,Entertainment,Want,natural_language,clear
Vistara for a weekend getaway,Travel,Want,merchant,clear
CARD PAYMENT SPICEJET,Travel,Need,bank_statement,clear
"spent on Spencer's more for enjoyment than necessity, to try imported snacks out of curiosity",Groceries,Want,semantic,context_dependent
UPI-BOX8-928529@upi,Food,Want,upi,clear
Flipkart expense because the monsoon damaged the old one,Shopping,Need,natural_language,clear
POS TATA CLIQ PAYMENT,Shopping,Want,bank_statement,clear
splurged on Flipkart during a big sale,Shopping,Want,natural_language,clear
MCDONALD'S TXN POS PURCHASE,Food,Need,bank_statement,clear
paid for BluSmart to rush to the hospital,Travel,Need,natural_language,context_dependent
medical payment,Health,Need,natural_language,ambiguous
POS IRCTC PAYMENT,Travel,Need,bank_statement,clear
Nature's Basket premium ingredients for a dinner party,Groceries,Want,merchant,clear
